#Module 	 Chip 	 Chn 	 Mean 	 MeanError
1	129	0	240.732	1.94779
1	129	1	253.547	2.08286
1	129	2	260.096	2.13045
1	129	3	255.166	2.08075
1	129	4	250.014	2.04832
1	129	5	260.809	2.15565
1	129	6	266.535	2.21698
1	129	7	259.87	2.14898
1	129	8	258.506	2.12705
1	129	9	258.108	2.10015
1	129	10	255.46	2.1278
1	129	11	274.869	2.27104
1	129	12	255.369	2.08613
1	129	13	266.907	2.17074
1	129	14	255.006	2.10231
1	129	15	249.112	2.06011
1	129	16	258.045	2.11214
1	129	17	265.597	2.12431
1	129	18	255.423	2.09145
1	129	19	261.927	2.15627
1	129	20	258.787	2.094
1	129	21	260.781	2.14074
1	129	22	252.64	2.06076
1	129	23	261.096	2.13368
1	129	24	252.765	2.07
1	129	25	256.738	2.13492
1	129	26	268.299	2.17391
1	129	27	257.843	2.07399
1	129	28	261.005	2.13083
1	129	29	269.118	2.27949
1	129	30	252.119	2.10518
1	129	31	259.128	2.13555
1	129	32	261.308	2.1546
1	129	33	263.501	2.14597
1	129	34	259.369	2.10523
1	129	35	246.822	2.0396
1	130	0	212.916	3.55703
1	130	1	215.66	3.56409
1	130	2	230.776	3.91284
1	130	3	221.26	3.65248
1	130	4	213.554	3.42533
1	130	5	222.032	3.61025
1	130	6	234.804	3.88831
1	130	7	228.062	3.68582
1	130	8	217.386	3.56561
1	130	9	229.025	3.68042
1	130	10	219.395	3.66074
1	130	11	213.097	3.43772
1	130	12	213.194	3.43956
1	130	13	222.378	3.5786
1	130	14	224.709	3.71851
1	130	15	223.113	3.70246
1	130	16	226.786	3.59804
1	130	17	217.662	3.63503
1	130	18	215.558	3.53768
1	130	19	219.387	3.52207
1	130	20	222.22	3.51715
1	130	21	218.999	3.55101
1	130	22	228.266	3.7163
1	130	23	216.314	3.52395
1	130	24	222.652	3.59303
1	130	25	209.136	3.35737
1	130	26	220.708	3.52323
1	130	27	228.27	3.73566
1	130	28	221.358	3.56387
1	130	29	233.607	3.87075
1	130	30	220.139	3.54943
1	130	31	221.106	3.7074
1	130	32	224.23	3.67061
1	130	33	222.107	3.54186
1	130	34	223.494	3.66495
1	130	35	226.089	3.68155
1	131	0	239.258	2.48383
1	131	1	243.32	2.49194
1	131	2	244.191	2.55494
1	131	3	241.823	2.46005
1	131	4	248.411	2.58488
1	131	5	255.42	2.61146
1	131	6	249.218	2.61007
1	131	7	242.499	2.59292
1	131	8	246.589	2.52481
1	131	9	243.336	2.50621
1	131	10	247.018	2.56315
1	131	11	242.827	2.49223
1	131	12	241.806	2.44694
1	131	13	235.552	2.38135
1	131	14	232.825	2.39685
1	131	15	242.997	2.52043
1	131	16	247.306	2.55972
1	131	17	242.203	2.49409
1	131	18	250.9	2.57169
1	131	19	250.273	2.57357
1	131	20	238.051	2.45632
1	131	21	237.251	2.51682
1	131	22	234.952	2.40222
1	131	23	229.109	2.35429
1	131	24	246.667	2.56816
1	131	25	244.457	2.56793
1	131	26	246.848	2.57149
1	131	27	238.552	2.41234
1	131	28	244.874	2.47372
1	131	29	246.799	2.52481
1	131	30	240.628	2.46231
1	131	31	251.102	2.57673
1	131	32	251.925	2.59603
1	131	33	243.52	2.51082
1	131	34	244.268	2.48314
1	131	35	248.572	2.71208
1	132	0	275.68	2.94532
1	132	1	279.315	2.92598
1	132	2	277.206	2.95771
1	132	3	286.716	3.00301
1	132	4	269.784	2.78945
1	132	5	277.227	2.85286
1	132	6	270.897	2.84037
1	132	7	288.534	3.06601
1	132	8	289.91	3.06527
1	132	9	284.394	2.95772
1	132	10	286.546	3.05103
1	132	11	285.987	2.94599
1	132	12	278.689	2.90102
1	132	13	280.805	2.9411
1	132	14	278.083	2.91218
1	132	15	286.758	2.98173
1	132	16	290.786	3.02144
1	132	17	275.761	2.86852
1	132	18	267.257	2.77022
1	132	19	279.451	2.92498
1	132	20	285.324	2.97462
1	132	21	290.55	3.02513
1	132	22	279.593	2.89813
1	132	23	283.345	2.9471
1	132	24	272.898	2.83832
1	132	25	282.798	2.9923
1	132	26	278.375	2.90079
1	132	27	284.029	3.00444
1	132	28	286.041	2.97141
1	132	29	286.012	2.96687
1	132	30	282.792	2.95943
1	132	31	270.855	2.86424
1	132	32	284.356	2.95234
1	132	33	278.769	2.89363
1	132	34	285.998	3.0288
1	132	35	274.489	2.86629
2	137	0	272.607	4.88362
2	137	1	283.553	5.24707
2	137	2	274.735	5.00924
2	137	3	287.474	5.68609
2	137	4	280.831	5.12882
2	137	5	272.653	4.9412
2	137	6	270.516	5.04917
2	137	7	277.827	5.0985
2	137	8	276.113	4.82236
2	137	9	268.668	4.79386
2	137	10	276.857	4.96395
2	137	11	283.66	4.99489
2	137	12	278.683	4.73504
2	137	13	272.048	4.79143
2	137	14	271.061	4.93182
2	137	15	280.14	5.19247
2	137	16	271.524	4.75909
2	137	17	273.987	4.64054
2	137	18	273.978	4.69499
2	137	19	271.503	4.96757
2	137	20	274.665	4.53988
2	137	21	278.468	5.00033
2	137	22	278.372	4.92824
2	137	23	271.745	4.76007
2	137	24	282.371	4.91448
2	137	25	277.255	5.01329
2	137	26	274.831	4.93718
2	137	27	278.475	4.97444
2	137	28	277.933	5.24231
2	137	29	272.993	4.73091
2	137	30	263.927	4.65202
2	137	31	262.592	4.73591
2	137	32	272.981	4.91002
2	137	33	272.416	4.86734
2	137	34	287.122	5.29936
2	137	35	263.445	4.64412
2	138	0	284.381	6.00206
2	138	1	289.432	5.89718
2	138	2	280.663	5.75827
2	138	3	274.534	5.47167
2	138	4	278.449	5.73336
2	138	5	272.78	5.50664
2	138	6	271.259	5.62319
2	138	7	276.429	5.64837
2	138	8	280.547	5.80035
2	138	9	290.795	6.07407
2	138	10	279.494	5.98579
2	138	11	289.06	6.1128
2	138	12	284.876	6.00134
2	138	13	290.932	6.09532
2	138	14	288.815	5.80834
2	138	15	287.347	5.95032
2	138	16	284.669	5.98971
2	138	17	279.984	5.72384
2	138	18	281.62	5.83231
2	138	19	278.616	5.92834
2	138	20	301.7	6.4322
2	138	21	287.778	6.06493
2	138	22	282.195	5.93227
2	138	23	293.719	6.23323
2	138	24	278.251	4.27432
2	138	25	273.909	4.36254
2	138	26	282.654	4.35189
2	138	27	295.911	4.51779
2	138	28	284.437	6.0003
2	138	29	271.546	5.56083
2	138	30	276.773	5.83884
2	138	31	280.591	5.88655
2	138	32	288.775	6.03705
2	138	33	274.383	5.88636
2	138	34	282.608	5.96339
2	138	35	285.827	4.39857
2	139	0	292.366	6.24168
2	139	1	295.199	6.39394
2	139	2	304.175	7.34224
2	139	3	283.057	5.93259
2	139	4	278	6.06161
2	139	5	288.551	5.77818
2	139	6	298.88	6.0731
2	139	7	283.682	5.5982
2	139	8	294.88	6.08612
2	139	9	300.63	6.04219
2	139	10	292.03	6.32474
2	139	11	292.694	5.80083
2	139	12	294.031	5.9788
2	139	13	289.692	5.9737
2	139	14	272.975	5.34392
2	139	15	292.559	6.40533
2	139	16	296.634	6.0527
2	139	17	286.968	5.57364
2	139	18	298.385	6.29546
2	139	19	288.9	6.21292
2	139	20	294.135	6.30903
2	139	21	303.422	6.39093
2	139	22	297.487	6.739
2	139	23	289.31	6.52537
2	139	24	281.275	5.66187
2	139	25	289.473	6.01979
2	139	26	301.574	6.63413
2	139	27	285.444	5.90504
2	139	28	294.607	6.00147
2	139	29	287.883	5.76449
2	139	30	294.893	6.34604
2	139	31	283.459	5.69685
2	139	32	293.944	6.47684
2	139	33	288.695	6.25177
2	139	34	295.308	6.25734
2	139	35	290.508	6.03849
2	140	0	269.805	5.57081
2	140	1	249.516	4.97241
2	140	2	257.175	4.88673
2	140	3	261.069	5.09248
2	140	4	255.44	5.02967
2	140	5	236.972	4.45031
2	140	6	260.788	5.08162
2	140	7	255.167	5.01799
2	140	8	266.35	5.75657
2	140	9	254.199	3.81635
2	140	10	254.508	5.40141
2	140	11	252.168	5.00777
2	140	12	263.67	5.18281
2	140	13	259.608	5.15578
2	140	14	252.673	4.9504
2	140	15	242.518	4.68882
2	140	16	258.695	4.96731
2	140	17	252.76	4.80544
2	140	18	255.459	4.87514
2	140	19	249.574	4.8813
2	140	20	259.052	5.02289
2	140	21	257.351	5.02508
2	140	22	257.947	5.07951
2	140	23	255.874	5.03008
2	140	24	255.951	4.90707
2	140	25	264.403	5.10775
2	140	26	255.87	4.86129
2	140	27	268.506	5.14652
2	140	28	255.243	4.84695
2	140	29	245.45	4.81427
2	140	30	262.319	5.17283
2	140	31	247.711	4.71746
2	140	32	264.325	5.19089
2	140	33	258.702	5.15765
2	140	34	268.176	5.65242
2	140	35	246.283	4.79829
10	141	0	273.489	4.4745
10	141	1	286.252	4.81674
10	141	2	279.214	4.60852
10	141	3	285.363	4.78853
10	141	4	291.428	4.75375
10	141	5	292.786	4.77703
10	141	6	293.674	4.82058
10	141	7	274.798	4.7409
10	141	8	282.288	4.66126
10	141	9	288.616	4.87682
10	141	10	266.832	4.49289
10	141	11	276.254	4.41833
10	141	12	282.904	4.69897
10	141	13	283.799	4.76265
10	141	14	280.249	4.70184
10	141	15	276.732	4.46292
10	141	16	291.315	4.83818
10	141	17	273.606	4.47948
10	141	18	297.531	4.86216
10	141	19	290.233	4.85911
10	141	20	280.519	4.61909
10	141	21	281.976	4.72021
10	141	22	286.775	4.87021
10	141	23	297.249	5.0757
10	141	24	296.465	4.93554
10	141	25	292.867	4.92191
10	141	26	271.183	4.5565
10	141	27	296.301	5.04342
10	141	28	287.222	4.72436
10	141	29	283.252	4.40958
10	141	30	284.172	4.71411
10	141	31	271.743	4.46589
10	141	32	282.712	4.63951
10	141	33	293.791	5.11123
10	141	34	295.239	4.92448
10	141	35	291.216	4.84493
10	142	0	278.454	5.30199
10	142	1	264.372	5.04333
10	142	2	261.797	4.8961
10	142	3	263.979	5.0822
10	142	4	261.143	4.97242
10	142	5	274.065	5.57893
10	142	6	277.023	5.29412
10	142	7	268.11	5.34846
10	142	8	268.71	5.12845
10	142	9	273.07	5.2252
10	142	10	254.285	4.82596
10	142	11	276.108	5.27778
10	142	12	268.256	5.2877
10	142	13	266.164	5.12421
10	142	14	261.655	4.88578
10	142	15	259.549	4.97001
10	142	16	264.59	4.97927
10	142	17	265.944	5.11844
10	142	18	261.257	4.97635
10	142	19	266.171	4.51087
10	142	20	273.281	5.21181
10	142	21	267.891	5.17818
10	142	22	266.569	5.30717
10	142	23	274.261	5.52487
10	142	24	256.489	4.76976
10	142	25	270.095	5.04866
10	142	26	262.19	5.07207
10	142	27	263.563	4.94512
10	142	28	262.272	5.16111
10	142	29	277.018	5.13771
10	142	30	265.183	5.26511
10	142	31	265.648	5.10302
10	142	32	274.775	5.21796
10	142	33	259.39	4.86347
10	142	34	273.67	5.38347
10	142	35	268.304	5.09366
10	143	0	277.455	5.5706
10	143	1	280.999	3.75275
10	143	2	267.67	3.51728
10	143	3	272.032	3.5343
10	143	4	278.597	5.65167
10	143	5	281.618	3.62698
10	143	6	266.165	5.5116
10	143	7	279.238	3.86731
10	143	8	283.266	3.86629
10	143	9	273.386	3.71655
10	143	10	271.064	5.50284
10	143	11	275.217	3.4771
10	143	12	277.128	5.87274
10	143	13	288.185	6.08172
10	143	14	282.727	3.88888
10	143	15	279.266	5.65603
10	143	16	277.344	3.64765
10	143	17	270.322	3.75159
10	143	18	275.14	5.35338
10	143	19	282.758	3.80267
10	143	20	290.671	5.89049
10	143	21	279.357	5.66534
10	143	22	281.149	4.05878
10	143	23	278.486	3.64159
10	143	24	276.921	3.45549
10	143	25	292.77	4.04753
10	143	26	287.292	5.72189
10	143	27	286.948	4.17678
10	143	28	278.346	3.94799
10	143	29	268.956	5.31817
10	143	30	284.566	3.69628
10	143	31	277.452	3.69749
10	143	32	292.803	5.80501
10	143	33	282.997	3.65183
10	143	34	275.533	3.7698
10	143	35	274.908	3.63312
10	144	0	256.228	4.74574
10	144	1	252.23	4.66525
10	144	2	267.885	5.34645
10	144	3	252.767	4.65882
10	144	4	261.683	4.76687
10	144	5	257.508	4.70153
10	144	6	267.841	4.9574
10	144	7	263.178	4.80313
10	144	8	264.639	4.82257
10	144	9	274.688	5.04434
10	144	10	262.775	4.80895
10	144	11	255.271	4.66208
10	144	12	264.034	4.82002
10	144	13	260.631	4.80065
10	144	14	253.209	4.71677
10	144	15	257.576	4.78539
10	144	16	258.291	4.78603
10	144	17	269.247	4.94177
10	144	18	244.737	4.47774
10	144	19	272.342	5.0876
10	144	20	268.441	5.04912
10	144	21	259.656	4.8519
10	144	22	256.642	4.76101
10	144	23	255.927	4.73068
10	144	24	258.531	4.86023
10	144	25	270.931	5.13886
10	144	26	264.036	4.81646
10	144	27	267.299	5.04176
10	144	28	246.433	4.52077
10	144	29	262.373	4.86214
10	144	30	269.895	5.10228
10	144	31	263.574	4.99023
10	144	32	268.893	5.1051
10	144	33	268.153	4.99553
10	144	34	266.251	4.92714
10	144	35	257.723	4.65239
9	145	0	239.605	2.0604
9	145	1	247.707	2.4892
9	145	2	239.062	2.16073
9	145	3	237.365	2.15566
9	145	4	240.863	2.18973
9	145	5	239.02	2.07316
9	145	6	239.216	2.29088
9	145	7	256.06	2.82475
9	145	8	245.017	2.19705
9	145	9	243.644	2.21659
9	145	10	246.85	2.27576
9	145	11	239.793	2.15436
9	145	12	254.581	2.3024
9	145	13	241.187	2.22117
9	145	14	239.233	2.2458
9	145	15	237.241	2.14654
9	145	16	234.903	2.09688
9	145	17	244.53	2.17944
9	145	18	245.368	2.21162
9	145	19	244.878	2.18969
9	145	20	243.529	2.16386
9	145	21	243.353	2.18088
9	145	22	234.033	2.10387
9	145	23	237.58	2.13494
9	145	24	240.065	2.14557
9	145	25	236.972	2.11495
9	145	26	238.377	2.1147
9	145	27	249.057	2.24075
9	145	28	235.504	2.07618
9	145	29	234.854	2.08479
9	145	30	246.287	2.22591
9	145	31	235.575	2.12397
9	145	32	238.18	2.14368
9	145	33	242.939	2.17657
9	145	34	235.976	2.09972
9	145	35	247.009	2.22102
9	146	0	261.826	3.9224
9	146	1	259.016	3.9932
9	146	2	268.145	4.17686
9	146	3	248.24	3.69648
9	146	4	275.614	4.36192
9	146	5	258.256	4.87628
9	146	6	251.3	4.81493
9	146	7	262.112	3.97473
9	146	8	273.396	4.28981
9	146	9	283.91	4.35161
9	146	10	251.585	4.67589
9	146	11	263.347	4.14902
9	146	12	264.709	4.03075
9	146	13	273.93	4.11379
9	146	14	264.059	3.87448
9	146	15	277.048	4.18802
9	146	16	263.085	4.01575
9	146	17	270.478	4.09046
9	146	18	266.801	3.90343
9	146	19	252.106	4.7306
9	146	20	262.263	3.90855
9	146	21	266.034	4.01186
9	146	22	268.362	4.00845
9	146	23	265.856	3.91983
9	146	24	253.966	3.81294
9	146	25	264.955	3.80174
9	146	26	278.565	4.14716
9	146	27	274.244	4.14268
9	146	28	249.907	3.66441
9	146	29	248.387	3.62439
9	146	30	255.102	4.77748
9	146	31	261.398	3.87033
9	146	32	264.814	3.88374
9	146	33	268.584	3.8549
9	146	34	260.127	3.90133
9	146	35	256.348	4.81618
9	147	0	246.527	1.10698
9	147	1	246.362	1.10632
9	147	2	249.857	1.12976
9	147	3	262.902	1.19538
9	147	4	264.726	1.20886
9	147	5	247.284	1.10873
9	147	6	251.22	1.12364
9	147	7	241.703	1.10603
9	147	8	265.083	1.19389
9	147	9	252.438	1.1375
9	147	10	253.245	1.13995
9	147	11	261.321	1.19614
9	147	12	257.84	1.1702
9	147	13	268.102	1.2302
9	147	14	252.85	1.15474
9	147	15	265.62	1.1927
9	147	16	264.557	1.2658
9	147	17	253.84	1.15323
9	147	18	271.489	1.22567
9	147	19	251.183	1.14832
9	147	20	254.194	1.11696
9	147	21	266.221	1.30507
9	147	22	255.205	1.20843
9	147	23	266.722	1.171
9	147	24	265.143	1.16482
9	147	25	260.962	1.17189
9	147	26	255.912	1.20142
9	147	27	254.616	1.16956
9	147	28	266.964	1.24197
9	147	29	267.541	1.17842
9	147	30	255.935	1.1643
9	147	31	262.732	1.19074
9	147	32	256.498	1.17159
9	147	33	262.377	1.2091
9	147	34	261.103	1.25025
9	147	35	260.753	1.27275
9	148	0	258.794	4.65565
9	148	1	260.886	4.7375
9	148	2	274.082	5.57468
9	148	3	262.234	5.29473
9	148	4	253.674	4.63707
9	148	5	271.812	4.94102
9	148	6	270.259	4.13607
9	148	7	276.317	4.21763
9	148	8	282.777	4.47058
9	148	9	283.433	4.74269
9	148	10	262.017	5.3206
9	148	11	279.29	5.48117
9	148	12	274.966	5.54381
9	148	13	272.976	4.09386
9	148	14	268.713	4.06182
9	148	15	286.886	4.42004
9	148	16	272.17	5.42983
9	148	17	270.887	5.41143
9	148	18	264.822	5.28504
9	148	19	289.514	4.44518
9	148	20	273.469	4.0348
9	148	21	283.599	5.79538
9	148	22	274.946	5.61549
9	148	23	261.201	5.27961
9	148	24	279.902	4.2858
9	148	25	262.22	4.12407
9	148	26	276.318	4.17099
9	148	27	264.971	5.34131
9	148	28	269.06	4.22401
9	148	29	259.628	5.26416
9	148	30	282.789	4.2758
9	148	31	270.858	4.10025
9	148	32	282.259	4.18171
9	148	33	274.686	4.14086
9	148	34	265.69	5.34326
9	148	35	257.922	5.22709
8	149	0	234.841	1.85144
8	149	1	234.18	1.82541
8	149	2	242.833	1.90817
8	149	3	235.712	1.80757
8	149	4	229.296	1.76329
8	149	5	227.208	1.73904
8	149	6	239.233	2.01812
8	149	7	239.694	1.8571
8	149	8	250.357	1.92455
8	149	9	235.272	1.84399
8	149	10	226.266	1.73553
8	149	11	224.654	1.73407
8	149	12	232.029	1.77604
8	149	13	242.335	1.99618
8	149	14	233.031	1.77436
8	149	15	233.524	1.76747
8	149	16	235.972	1.80222
8	149	17	238.703	1.80773
8	149	18	241.308	1.86746
8	149	19	237.887	1.80058
8	149	20	250.026	1.93223
8	149	21	244.402	1.86645
8	149	22	230.929	1.75005
8	149	23	234.177	1.80344
8	149	24	242.41	1.86371
8	149	25	237.086	1.82249
8	149	26	239.972	1.8355
8	149	27	235.92	1.90067
8	149	28	220.629	1.63394
8	149	29	233.525	1.77861
8	149	30	235.852	1.81611
8	149	31	237.584	1.83713
8	149	32	243.685	1.90308
8	149	33	236.686	1.82455
8	149	34	230.812	1.81961
8	149	35	229.435	1.74546
8	150	0	240.614	5.04015
8	150	1	250.023	3.98028
8	150	2	249.311	4.0899
8	150	3	239.43	4.08774
8	150	4	242.361	4.23906
8	150	5	239.01	3.91542
8	150	6	236.67	6.06525
8	150	7	236.323	3.79328
8	150	8	247.084	4.28858
8	150	9	234.867	3.33998
8	150	10	248.805	4.14131
8	150	11	249.88	4.10219
8	150	12	240.242	3.92397
8	150	13	248.589	4.38578
8	150	14	242.329	3.93545
8	150	15	244.136	4.33306
8	150	16	249.83	4.20912
8	150	17	241.613	3.77552
8	150	18	244.064	3.73285
8	150	19	241.7	3.83807
8	150	20	247.501	4.32472
8	150	21	240.101	5.68826
8	150	22	239.66	3.76176
8	150	23	254.979	4.02436
8	150	24	227.041	3.32028
8	150	25	232.798	3.56976
8	150	26	227.11	3.41672
8	150	27	236.264	3.81188
8	150	28	234.824	3.58841
8	150	29	237.187	3.71745
8	150	30	223.136	3.38506
8	150	31	239.506	3.74466
8	150	32	237.141	3.80395
8	150	33	233.657	3.59111
8	150	34	232.761	3.59135
8	150	35	225.143	3.40342
8	151	0	310.723	5.21282
8	151	1	319.222	5.89123
8	151	2	344.001	6.9244
8	151	3	334.118	6.66153
8	151	4	338.452	6.42378
8	151	5	268.19	3.91883
8	151	6	351.687	5.55299
8	151	7	268.908	4.69826
8	151	8	255.206	3.79489
8	151	9	308.156	5.51284
8	151	10	302.95	5.59793
8	151	11	292.389	5.26519
8	151	12	310.607	5.38
8	151	13	296.482	5.02705
8	151	14	284.485	5.28507
8	151	15	267.323	3.98869
8	151	16	298.761	5.32136
8	151	17	297.789	5.22907
8	151	18	300.927	5.12556
8	151	19	297.249	5.29273
8	151	20	279.925	5.10886
8	151	21	304.297	5.28462
8	151	22	307.018	5.44812
8	151	23	289.332	5.14071
8	151	24	281.735	4.84245
8	151	25	286.048	4.86165
8	151	26	285.645	4.93108
8	151	27	304.143	5.21746
8	151	28	299.039	5.03624
8	151	29	307.587	5.21706
8	151	30	267.894	4.24358
8	151	31	294.64	5.0827
8	151	32	296.731	4.96522
8	151	33	274.277	4.03491
8	151	34	300.671	4.97875
8	151	35	286.196	4.78455
8	152	0	242.81	4.99605
8	152	1	259.706	4.78876
8	152	2	241.671	3.90791
8	152	3	243.172	3.89887
8	152	4	231.966	4.56756
8	152	5	233.795	3.64695
8	152	6	237.673	3.81918
8	152	7	248.803	3.9333
8	152	8	242.276	5.19792
8	152	9	239.263	3.90751
8	152	10	236.517	5.06379
8	152	11	247.086	6.71407
8	152	12	243.14	3.99517
8	152	13	246.998	4.02978
8	152	14	247.371	4.11038
8	152	15	243.006	4.01926
8	152	16	241.476	3.80229
8	152	17	237.199	3.66174
8	152	18	236.322	3.72774
8	152	19	254.794	4.2447
8	152	20	249.533	3.86501
8	152	21	249.791	4.15245
8	152	22	238.484	3.61867
8	152	23	245.35	3.8351
8	152	24	256.688	4.21642
8	152	25	249.276	4.0919
8	152	26	244.366	3.90857
8	152	27	238.389	4.76319
8	152	28	241.264	3.82939
8	152	29	238.919	3.78517
8	152	30	244.933	3.93027
8	152	31	237.681	3.8115
8	152	32	241.328	3.78773
8	152	33	235.215	3.67039
8	152	34	228.184	3.36771
8	152	35	252.252	3.85134
7	153	0	249.589	3.46133
7	153	1	254.31	3.60827
7	153	2	251.097	3.52374
7	153	3	237.934	4.21587
7	153	4	245.788	3.35772
7	153	5	244.057	4.83885
7	153	6	250.874	3.52563
7	153	7	251.146	3.56955
7	153	8	261.351	3.68861
7	153	9	256.372	3.64366
7	153	10	250.62	3.42041
7	153	11	265.587	5.24952
7	153	12	243.736	4.48428
7	153	13	255.116	3.64756
7	153	14	258.945	3.59092
7	153	15	254.158	3.43744
7	153	16	249.516	5.16409
7	153	17	245.668	4.25332
7	153	18	251.089	3.48666
7	153	19	271.791	3.76267
7	153	20	248.778	3.42607
7	153	21	248.223	3.40546
7	153	22	248.279	4.87102
7	153	23	246.674	5.07864
7	153	24	244.579	3.29903
7	153	25	263.859	3.65338
7	153	26	247.259	3.43264
7	153	27	247.021	3.42816
7	153	28	253.961	5.15596
7	153	29	241.402	4.48456
7	153	30	261.862	5.36778
7	153	31	241.671	3.40756
7	153	32	248.5	3.4305
7	153	33	250.977	5.15345
7	153	34	253.625	5.1185
7	153	35	240.855	4.26223
7	154	0	278.943	5.57009
7	154	1	271.622	4.55469
7	154	2	279.616	4.72039
7	154	3	297.436	6.03213
7	154	4	284.033	5.72956
7	154	5	270.608	4.96211
7	154	6	285.721	5.34174
7	154	7	288.565	5.93081
7	154	8	287.046	5.60386
7	154	9	286.096	5.41405
7	154	10	293.235	5.55693
7	154	11	303.139	6.05189
7	154	12	300.059	5.59566
7	154	13	295.359	5.98804
7	154	14	274.847	5.43209
7	154	15	291.039	5.94176
7	154	16	289.978	5.83626
7	154	17	305.286	5.57533
7	154	18	306.656	5.7927
7	154	19	296.863	5.77422
7	154	20	289.25	5.47517
7	154	21	277.94	4.86132
7	154	22	277.23	5.0208
7	154	23	291.983	5.37171
7	154	24	283.955	5.14804
7	154	25	281.831	5.3471
7	154	26	281.958	5.33908
7	154	27	294.841	5.588
7	154	28	267.068	5.21995
7	154	29	275.824	5.01719
7	154	30	268.81	4.89385
7	154	31	265.787	4.86347
7	154	32	289.531	5.04527
7	154	33	278.119	5.13949
7	154	34	268.748	4.90252
7	154	35	271.967	4.92986
7	155	0	246.281	4.75914
7	155	1	261.754	4.68732
7	155	2	252.639	4.65864
7	155	3	238.461	4.01305
7	155	4	240.193	3.88785
7	155	5	254.348	4.87061
7	155	6	254.449	4.54289
7	155	7	250.737	3.8882
7	155	8	265.235	4.99362
7	155	9	258.762	5.13964
7	155	10	262.929	4.99415
7	155	11	254.142	4.73597
7	155	12	249.925	4.63752
7	155	13	250.348	4.18867
7	155	14	255.095	4.74076
7	155	15	264.556	4.8246
7	155	16	281.685	5.66936
7	155	17	259.115	4.90268
7	155	18	256.057	4.61401
7	155	19	263.095	4.97391
7	155	20	261.345	5.07651
7	155	21	254.707	4.83305
7	155	22	268.712	5.02151
7	155	23	260.748	5.33406
7	155	24	247.448	4.53382
7	155	25	260.77	5.07851
7	155	26	266.868	4.98546
7	155	27	254.397	4.95115
7	155	28	272.24	5.04869
7	155	29	258.813	5.22457
7	155	30	257.51	4.57933
7	155	31	266.474	4.87703
7	155	32	254.72	4.44433
7	155	33	260.162	4.67058
7	155	34	271.689	4.90886
7	155	35	260.725	4.6774
7	156	0	255.737	4.21579
7	156	1	239.78	4.47383
7	156	2	249.799	4.87314
7	156	3	240.82	4.66692
7	156	4	250.401	5.24344
7	156	5	252.391	4.7017
7	156	6	249.889	4.71791
7	156	7	265.473	5.09449
7	156	8	252.54	4.98858
7	156	9	260.794	5.2225
7	156	10	251.134	4.8184
7	156	11	250.996	4.67459
7	156	12	266.638	5.04887
7	156	13	267.848	5.03359
7	156	14	244.084	3.86921
7	156	15	257.77	4.86662
7	156	16	252.395	4.81099
7	156	17	243.732	3.93695
7	156	18	253.591	4.87437
7	156	19	259.621	4.92443
7	156	20	271.041	5.34425
7	156	21	251.07	4.23782
7	156	22	260.678	4.96156
7	156	23	258.636	4.8233
7	156	24	258.034	4.65639
7	156	25	263.409	4.95954
7	156	26	266.821	5.08144
7	156	27	262.025	5.07321
7	156	28	255.421	4.81157
7	156	29	251.173	4.4607
7	156	30	259.447	4.71052
7	156	31	246.064	4.50483
7	156	32	272.676	4.82181
7	156	33	253.162	4.80997
7	156	34	258.785	4.74004
7	156	35	250.208	4.47259
6	157	0	163.857	2.6466
6	157	1	161.473	2.48152
6	157	2	175.288	3.44453
6	157	3	182.21	4.07236
6	157	4	161.285	2.77194
6	157	5	160.373	2.63021
6	157	6	159.161	2.64967
6	157	7	175.067	3.30334
6	157	8	165.613	3.07272
6	157	9	175.584	3.59895
6	157	10	159.596	2.57773
6	157	11	160.74	2.52614
6	157	12	157.515	2.43563
6	157	13	171.288	2.97358
6	157	14	177.094	3.50182
6	157	15	182.097	3.65849
6	157	16	165.765	2.81858
6	157	17	166.611	2.56635
6	157	18	170.25	2.97818
6	157	19	177.039	3.32979
6	157	20	172.913	2.79605
6	157	21	162.097	2.44082
6	157	22	171.097	2.7989
6	157	23	160.793	2.55499
6	157	24	168.392	2.93609
6	157	25	168.907	2.87991
6	157	26	164.06	2.77894
6	157	27	166.376	2.91746
6	157	28	162.274	2.42396
6	157	29	166.556	2.65003
6	157	30	169.613	2.72029
6	157	31	163.202	2.47271
6	157	32	165.083	2.5679
6	157	33	162.168	2.63971
6	157	34	165.578	2.55363
6	157	35	167.257	2.54967
6	158	0	251.266	5.64936
6	158	1	264.703	5.91046
6	158	2	267.237	5.67063
6	158	3	267.621	6.08119
6	158	4	271.818	4.13661
6	158	5	257.487	5.03911
6	158	6	257.508	4.97746
6	158	7	261.878	5.37709
6	158	8	268.478	5.65817
6	158	9	281.153	7.00208
6	158	10	263.291	5.12546
6	158	11	250.368	5.30929
6	158	12	255.779	4.96445
6	158	13	267.849	3.86728
6	158	14	259.007	5.20106
6	158	15	270.337	5.83316
6	158	16	265.514	5.45402
6	158	17	284.726	6.45492
6	158	18	260.085	5.31835
6	158	19	261.781	5.30723
6	158	20	269.237	5.7481
6	158	21	267.018	5.62005
6	158	22	275.816	5.7801
6	158	23	260.253	5.39025
6	158	24	254.77	5.26706
6	158	25	256.649	5.12202
6	158	26	268.59	5.37549
6	158	27	272.583	5.75599
6	158	28	261.163	5.27345
6	158	29	269.33	5.50682
6	158	30	260.377	5.24277
