#Module 	 Chip 	 Chn 	 Mem 	 Pedestal 	 MeanError
14	227	11	13	288.969	1.60896
14	227	11	14	315.722	2.04326
14	227	11	15	292.123	2.30139
14	227	12	1	292.708	0.343937
14	227	12	2	301.748	0.454798
14	227	12	3	296.258	0.592634
14	227	12	4	285.063	0.7345
14	227	12	5	280.735	0.872015
14	227	12	6	313.946	1.10304
14	227	12	7	309.516	1.17436
14	227	12	8	281.615	1.12828
14	227	12	9	284.994	1.19256
14	227	12	10	292.743	1.2826
14	227	12	11	297.319	1.37898
14	227	12	12	295.237	1.47677
14	227	12	13	296.475	1.64853
14	227	12	14	301.767	1.95001
14	227	12	15	281.4	2.21431
14	227	13	1	305.387	0.365688
14	227	13	2	295.6	0.452953
14	227	13	3	296.834	0.602046
14	227	13	4	292.342	0.761372
14	227	13	5	290.284	0.90892
14	227	13	6	317.582	1.12218
14	227	13	7	318.974	1.21551
14	227	13	8	295.969	1.18932
14	227	13	9	292.021	1.22458
14	227	13	10	292.73	1.28435
14	227	13	11	292.795	1.35967
14	227	13	12	292.443	1.46456
14	227	13	13	286.592	1.59516
14	227	13	14	302.284	1.95503
14	227	13	15	290.894	2.29122
14	227	14	1	303.521	0.359021
14	227	14	2	304.428	0.462137
14	227	14	3	300.77	0.606172
14	227	14	4	296.667	0.769665
14	227	14	5	293.112	0.915845
14	227	14	6	311.12	1.09803
14	227	14	7	311.611	1.18655
14	227	14	8	297.698	1.19538
14	227	14	9	290.713	1.21858
14	227	14	10	292.746	1.28437
14	227	14	11	298.89	1.38779
14	227	14	12	297.674	1.48979
14	227	14	13	297.264	1.65372
14	227	14	14	309.268	1.99911
14	227	14	15	297.354	2.34079
14	227	15	1	295.411	0.356914
14	227	15	2	299.311	0.462485
14	227	15	3	293.348	0.599201
14	227	15	4	294.997	0.77237
14	227	15	5	274.625	0.862911
14	227	15	6	309.106	1.09477
14	227	15	7	310.298	1.18387
14	227	15	8	290.441	1.16797
14	227	15	9	288.224	1.20976
14	227	15	10	293.252	1.28769
14	227	15	11	285.476	1.32632
14	227	15	12	294.269	1.47398
14	227	15	13	291.928	1.62529
14	227	15	14	310.261	2.00733
14	227	15	15	285.666	2.25031
14	227	16	1	297.596	0.35297
14	227	16	2	304.627	0.463957
14	227	16	3	305.701	0.618325
14	227	16	4	291.504	0.758898
14	227	16	5	291.03	0.912324
14	227	16	6	317.548	1.12338
14	227	16	7	307.116	1.17104
14	227	16	8	294.068	1.1822
14	227	16	9	286.459	1.20127
14	227	16	10	302.747	1.32891
14	227	16	11	297.82	1.38298
14	227	16	12	307.517	1.53978
14	227	16	13	297.535	1.65594
14	227	16	14	309.213	1.9993
14	227	16	15	289.465	2.27897
14	227	17	1	294.462	0.353836
14	227	17	2	282.478	0.435068
14	227	17	3	300.439	0.613225
14	227	17	4	294.651	0.772356
14	227	17	5	283.908	0.893511
14	227	17	6	305.687	1.08345
14	227	17	7	302.346	1.15421
14	227	17	8	295.444	1.18837
14	227	17	9	283.623	1.19016
14	227	17	10	292.405	1.28413
14	227	17	11	291.691	1.35495
14	227	17	12	311.625	1.56088
14	227	17	13	296.235	1.64901
14	227	17	14	328.82	2.12723
14	227	17	15	290.173	2.28525
14	227	18	1	302.864	0.360586
14	227	18	2	289.44	0.441353
14	227	18	3	293.603	0.593268
14	227	18	4	303.79	0.78868
14	227	18	5	284.664	0.889092
14	227	18	6	301.986	1.065
14	227	18	7	308.011	1.17169
14	227	18	8	299.226	1.20082
14	227	18	9	289.205	1.21181
14	227	18	10	301.867	1.32432
14	227	18	11	303.474	1.40893
14	227	18	12	305.014	1.52658
14	227	18	13	294.708	1.63955
14	227	18	14	312.374	2.01935
14	227	18	15	302.705	2.38328
14	227	19	1	293.618	0.352123
14	227	19	2	296.252	0.454824
14	227	19	3	302.055	0.613596
14	227	19	4	302.383	0.788509
14	227	19	5	282.845	0.886249
14	227	19	6	315.523	1.11528
14	227	19	7	303.334	1.15574
14	227	19	8	299.943	1.20558
14	227	19	9	287.641	1.20631
14	227	19	10	299.23	1.31346
14	227	19	11	282.374	1.31111
14	227	19	12	294.476	1.4743
14	227	19	13	297.15	1.65372
14	227	19	14	292.597	1.89162
14	227	19	15	290.827	2.29005
14	227	20	1	288.877	0.342159
14	227	20	2	281.928	0.428707
14	227	20	3	293.035	0.591682
14	227	20	4	276.036	0.717788
14	227	20	5	273.435	0.856297
14	227	20	6	303.922	1.07439
14	227	20	7	292.408	1.11466
14	227	20	8	274.635	1.10436
14	227	20	9	278.482	1.16811
14	227	20	10	282.549	1.23993
14	227	20	11	281.557	1.30738
14	227	20	12	282.47	1.41419
14	227	20	13	283.011	1.57447
14	227	20	14	291.096	1.882
14	227	20	15	280.853	2.2111
14	227	21	1	297.207	0.352675
14	227	21	2	297.073	0.452755
14	227	21	3	309.941	0.627547
14	227	21	4	293.1	0.764299
14	227	21	5	287.535	0.90263
14	227	21	6	310.238	1.09908
14	227	21	7	306.574	1.17068
14	227	21	8	301.919	1.21543
14	227	21	9	285.456	1.19854
14	227	21	10	282.334	1.23999
14	227	21	11	292.006	1.35653
14	227	21	12	294.641	1.47535
14	227	21	13	299.661	1.66783
14	227	21	14	318.223	2.05781
14	227	21	15	290.459	2.28729
14	227	22	1	293.328	0.353199
14	227	22	2	297.229	0.459
14	227	22	3	305.956	0.626735
14	227	22	4	301.232	0.792434
14	227	22	5	286.819	0.906081
14	227	22	6	313.657	1.11579
14	227	22	7	310.696	1.18948
14	227	22	8	298.392	1.20289
14	227	22	9	287.518	1.20861
14	227	22	10	289.294	1.27161
14	227	22	11	293.436	1.36418
14	227	22	12	301.983	1.51296
14	227	22	13	300.167	1.67116
14	227	22	14	320.973	2.0769
14	227	22	15	286.996	2.26051
14	227	23	1	294.427	0.352165
14	227	23	2	291.235	0.447679
14	227	23	3	305.773	0.624611
14	227	23	4	288.937	0.759589
14	227	23	5	288.835	0.912748
14	227	23	6	319.749	1.138
14	227	23	7	297.423	1.13852
14	227	23	8	281.566	1.13503
14	227	23	9	286.278	1.20266
14	227	23	10	284.185	1.24892
14	227	23	11	281.286	1.3077
14	227	23	12	292.537	1.46556
14	227	23	13	297.666	1.65762
14	227	23	14	300.139	1.94274
14	227	23	15	287.66	2.26631
14	227	24	1	302.824	0.359093
14	227	24	2	299.265	0.455211
14	227	24	3	291.975	0.589013
14	227	24	4	294.977	0.765668
14	227	24	5	280.979	0.877925
14	227	24	6	311.726	1.09988
14	227	24	7	311.996	1.18763
14	227	24	8	286.673	1.15107
14	227	24	9	290.724	1.21885
14	227	24	10	293.105	1.28575
14	227	24	11	295.957	1.37408
14	227	24	12	292.569	1.46433
14	227	24	13	301.07	1.67517
14	227	24	14	318.598	2.05989
14	227	24	15	291.565	2.29536
14	227	25	1	288.943	0.342212
14	227	25	2	283.912	0.431599
14	227	25	3	298.613	0.602598
14	227	25	4	295.479	0.768269
14	227	25	5	280.729	0.878816
14	227	25	6	303.157	1.07167
14	227	25	7	301.84	1.15073
14	227	25	8	292.319	1.17537
14	227	25	9	282.516	1.18545
14	227	25	10	297.367	1.30521
14	227	25	11	301.46	1.39996
14	227	25	12	290.991	1.45663
14	227	25	13	279.928	1.55759
14	227	25	14	302.171	1.95409
14	227	25	15	287.095	2.26045
14	227	26	1	302.716	0.365617
14	227	26	2	301.394	0.465978
14	227	26	3	305.882	0.626281
14	227	26	4	301.655	0.792594
14	227	26	5	294.123	0.928305
14	227	26	6	337.72	1.20133
14	227	26	7	312.695	1.19688
14	227	26	8	303.484	1.22399
14	227	26	9	293.245	1.23263
14	227	26	10	300.4	1.3208
14	227	26	11	298.489	1.38763
14	227	26	12	304.631	1.52667
14	227	26	13	307.878	1.71475
14	227	26	14	316.247	2.04649
14	227	26	15	300.255	2.36583
14	227	27	1	285.745	0.343691
14	227	27	2	290.331	0.44811
14	227	27	3	287.512	0.588989
14	227	27	4	285.982	0.75348
14	227	27	5	272.826	0.863961
14	227	27	6	310.287	1.1069
14	227	27	7	292.145	1.12166
14	227	27	8	286.897	1.15882
14	227	27	9	279.087	1.17507
14	227	27	10	284.509	1.25214
14	227	27	11	270.271	1.25713
14	227	27	12	280.615	1.40649
14	227	27	13	274.468	1.52872
14	227	27	14	296.677	1.91948
14	227	27	15	278.789	2.19655
14	227	28	1	297.98	0.358359
14	227	28	2	297.309	0.459473
14	227	28	3	314.697	0.646451
14	227	28	4	299.526	0.792292
14	227	28	5	284.469	0.904455
14	227	28	6	321.82	1.15243
14	227	28	7	310.963	1.19663
14	227	28	8	294.887	1.19311
14	227	28	9	291.53	1.22884
14	227	28	10	288.91	1.27284
14	227	28	11	291.781	1.35853
14	227	28	12	290.904	1.45856
14	227	28	13	292.634	1.63094
14	227	28	14	306.85	1.98622
14	227	28	15	293.438	2.31334
14	227	29	1	306.896	0.370163
14	227	29	2	315.577	0.489986
14	227	29	3	326.708	0.675256
14	227	29	4	309.631	0.824107
14	227	29	5	290.269	0.927391
14	227	29	6	328.139	1.17903
14	227	29	7	317.257	1.2218
14	227	29	8	306.34	1.24094
14	227	29	9	298.249	1.25751
14	227	29	10	304.203	1.3407
14	227	29	11	296.865	1.38273
14	227	29	12	314.143	1.57779
14	227	29	13	299.575	1.67043
14	227	29	14	323.392	2.09606
14	227	29	15	303.334	2.39269
14	227	30	1	281.996	0.33365
14	227	30	2	288.088	0.437336
14	227	30	3	292.242	0.588864
14	227	30	4	280.82	0.728677
14	227	30	5	267.666	0.836294
14	227	30	6	297.018	1.04832
14	227	30	7	291.293	1.10874
14	227	30	8	277.898	1.11583
14	227	30	9	270.417	1.13335
14	227	30	10	295.246	1.29501
14	227	30	11	286.943	1.33204
14	227	30	12	288.722	1.44496
14	227	30	13	285.6	1.58892
14	227	30	14	299.908	1.93877
14	227	30	15	274.935	2.16437
14	227	31	1	306.095	0.363164
14	227	31	2	304.457	0.463844
14	227	31	3	323.279	0.654397
14	227	31	4	298.64	0.778107
14	227	31	5	296.991	0.931651
14	227	31	6	324.16	1.14834
14	227	31	7	320.812	1.22497
14	227	31	8	308.733	1.24257
14	227	31	9	290.18	1.21845
14	227	31	10	315.032	1.38458
14	227	31	11	298.079	1.38463
14	227	31	12	307.723	1.54122
14	227	31	13	305.542	1.70148
14	227	31	14	308.674	1.99652
14	227	31	15	303.712	2.39202
14	227	32	1	304.962	0.36381
14	227	32	2	298.044	0.456496
14	227	32	3	309.144	0.629047
14	227	32	4	294.03	0.769951
14	227	32	5	288.491	0.909451
14	227	32	6	317.384	1.12865
14	227	32	7	312.579	1.19639
14	227	32	8	295.205	1.18982
14	227	32	9	283.55	1.19171
14	227	32	10	304.536	1.33875
14	227	32	11	305.115	1.41856
14	227	32	12	305.828	1.53219
14	227	32	13	304.754	1.69659
14	227	32	14	313.296	2.02642
14	227	32	15	292.876	2.30669
14	227	33	1	305.83	0.365938
14	227	33	2	301.066	0.463491
14	227	33	3	311.856	0.638874
14	227	33	4	302.016	0.798172
14	227	33	5	307.914	0.980688
14	227	33	6	321.274	1.15127
14	227	33	7	319.953	1.23349
14	227	33	8	298.542	1.21019
14	227	33	9	293.777	1.2394
14	227	33	10	304.718	1.3428
14	227	33	11	308.388	1.43654
14	227	33	12	305.789	1.53419
14	227	33	13	312.028	1.74021
14	227	33	14	327.039	2.11819
14	227	33	15	306.864	2.41993
14	227	34	1	293.154	0.353167
14	227	34	2	287.142	0.445807
14	227	34	3	285.679	0.59139
14	227	34	4	292.022	0.781095
14	227	34	5	281.815	0.907577
14	227	34	6	318.328	1.15258
14	227	34	7	298.909	1.16164
14	227	34	8	282.331	1.15116
14	227	34	9	278.529	1.18068
14	227	34	10	292.113	1.29147
14	227	34	11	284.938	1.32995
14	227	34	12	302.012	1.51709
14	227	34	13	299.607	1.67138
14	227	34	14	307.846	1.99434
14	227	34	15	280.803	2.21318
14	227	35	1	279.74	0.328608
14	227	35	2	290.384	0.43746
14	227	35	3	288.436	0.576461
14	227	35	4	280.139	0.720737
14	227	35	5	275.121	0.852982
14	227	35	6	303.378	1.06358
14	227	35	7	294.854	1.11646
14	227	35	8	292.213	1.16887
14	227	35	9	275.51	1.15143
14	227	35	10	287.352	1.25787
14	227	35	11	286.864	1.33
14	227	35	12	289.236	1.44638
14	227	35	13	294.787	1.63902
14	227	35	14	300.967	1.94472
14	227	35	15	281.308	2.21365
14	228	0	1	264.111	0.278147
14	228	0	2	270.042	0.304665
14	228	0	3	267.731	0.342364
14	228	0	4	284.896	0.435406
14	228	0	5	283.405	0.538964
14	228	0	6	295.634	0.719647
14	228	0	7	314.477	0.999281
14	228	0	8	294.257	1.24383
14	228	0	9	300.852	1.71764
14	228	0	10	320.879	2.51124
14	228	0	11	291.918	3.20867
14	228	1	1	262.831	0.278503
14	228	1	2	263.337	0.298888
14	228	1	3	258.498	0.332491
14	228	1	4	268.087	0.412142
14	228	1	5	287.304	0.549242
14	228	1	6	297.853	0.728788
14	228	1	7	291.686	0.931772
14	228	1	8	283.78	1.20491
14	228	1	9	294.169	1.68734
14	228	1	10	343.197	2.69716
14	228	1	11	291.854	3.21262
14	228	2	1	253.826	0.269954
14	228	2	2	258.638	0.294549
14	228	2	3	243.271	0.313959
14	228	2	4	269.071	0.414698
14	228	2	5	270.329	0.518242
14	228	2	6	283.288	0.694464
14	228	2	7	288.811	0.923954
14	228	2	8	300.601	1.27773
14	228	2	9	292.101	1.67689
14	228	2	10	304.187	2.3908
14	228	2	11	260.035	2.87389
14	228	3	1	255.137	0.268519
14	228	3	2	266.809	0.30088
14	228	3	3	258.539	0.330658
14	228	3	4	268.011	0.409618
14	228	3	5	284.177	0.540621
14	228	3	6	283.468	0.690626
14	228	3	7	279.885	0.890778
14	228	3	8	284.516	1.20464
14	228	3	9	306.449	1.75556
14	228	3	10	302.404	2.37488
14	228	3	11	299.106	3.30267
14	228	4	1	248.013	0.260852
14	228	4	2	256.666	0.289249
14	228	4	3	257.08	0.328493
14	228	4	4	270.213	0.412665
14	228	4	5	281.507	0.535285
14	228	4	6	287.849	0.700528
14	228	4	7	295.317	0.938597
14	228	4	8	285.16	1.20559
14	228	4	9	280.396	1.60255
14	228	4	10	319.725	2.50305
14	228	4	11	314.08	3.45874
14	228	5	1	257.948	0.270985
14	228	5	2	259.195	0.291818
14	228	5	3	258.977	0.330595
14	228	5	4	261.469	0.398946
14	228	5	5	278.642	0.529181
14	228	5	6	272.313	0.662275
14	228	5	7	277.449	0.880928
14	228	5	8	277.43	1.17164
14	228	5	9	292.062	1.66737
14	228	5	10	309.348	2.42011
14	228	5	11	274.871	3.02001
14	228	6	1	265.214	0.279086
14	228	6	2	269.85	0.30427
14	228	6	3	261.479	0.334401
14	228	6	4	266.69	0.407587
14	228	6	5	281.389	0.535425
14	228	6	6	271.473	0.661419
14	228	6	7	284.974	0.906752
14	228	6	8	281.315	1.19015
14	228	6	9	280.379	1.60508
14	228	6	10	336.064	2.63218
14	228	6	11	302.759	3.33489
14	228	7	1	258.317	0.276411
14	228	7	2	264.635	0.303186
14	228	7	3	260.667	0.338385
14	228	7	4	272.635	0.422765
14	228	7	5	282.948	0.545585
14	228	7	6	281.643	0.694817
14	228	7	7	288.072	0.9269
14	228	7	8	285.194	1.21977
14	228	7	9	278.051	1.60699
14	228	7	10	304.569	2.41554
14	228	7	11	288.774	3.21695
14	228	8	1	260.309	0.274614
14	228	8	2	274.348	0.310064
14	228	8	3	265.784	0.340774
14	228	8	4	270.259	0.414118
14	228	8	5	276.464	0.52757
14	228	8	6	293.003	0.71624
14	228	8	7	310.903	0.992126
14	228	8	8	316.741	1.34564
14	228	8	9	287.381	1.65243
14	228	8	10	333.781	2.62844
14	228	8	11	279.779	3.09001
14	228	9	1	261.695	0.27727
14	228	9	2	268.165	0.304393
14	228	9	3	263.2	0.338786
14	228	9	4	269.368	0.414327
14	228	9	5	275.053	0.526757
14	228	9	6	282.365	0.692451
14	228	9	7	304.202	0.97434
14	228	9	8	289.025	1.232
14	228	9	9	294.722	1.69895
14	228	9	10	315.689	2.49426
14	228	9	11	283.468	3.14712
14	228	10	1	257.137	0.270726
14	228	10	2	271.862	0.306743
14	228	10	3	265.504	0.339694
14	228	10	4	268.039	0.410006
14	228	10	5	279.625	0.532692
14	228	10	6	289.341	0.706088
14	228	10	7	291.775	0.930129
14	228	10	8	288.807	1.22646
14	228	10	9	284.085	1.63065
14	228	10	10	310.194	2.43975
14	228	10	11	275.175	3.04606
14	228	11	1	254.265	0.27249
14	228	11	2	277.195	0.318039
14	228	11	3	259.028	0.336882
14	228	11	4	270.115	0.419768
14	228	11	5	277.312	0.536094
14	228	11	6	292.049	0.722816
14	228	11	7	298.859	0.965037
14	228	11	8	289.467	1.24425
14	228	11	9	295.366	1.71256
14	228	11	10	322.381	2.56132
14	228	11	11	289.714	3.2391
14	228	12	1	259.359	0.270149
14	228	12	2	257.428	0.287189
14	228	12	3	257.295	0.325353
14	228	12	4	274.742	0.414933
14	228	12	5	275.561	0.517567
14	228	12	6	277.646	0.666979
14	228	12	7	278.575	0.872384
14	228	12	8	280.338	1.16557
14	228	12	9	290.181	1.62787
14	228	12	10	316.385	2.42407
14	228	12	11	281.96	3.0285
14	228	13	1	247.876	0.261524
14	228	13	2	258.592	0.292455
14	228	13	3	249.252	0.319719
14	228	13	4	261.032	0.400479
14	228	13	5	268.413	0.51283
14	228	13	6	282.111	0.690887
14	228	13	7	285.76	0.914821
14	228	13	8	282.317	1.20384
14	228	13	9	277.759	1.60076
14	228	13	10	311.472	2.46494
14	228	13	11	268.988	2.99282
14	228	14	1	273.155	0.289209
14	228	14	2	280.613	0.318374
14	228	14	3	275.251	0.354153
14	228	14	4	281.428	0.432936
14	228	14	5	286.163	0.548121
14	228	14	6	293.102	0.719706
14	228	14	7	308.118	0.988686
14	228	14	8	300.926	1.28585
14	228	14	9	301.05	1.74113
14	228	14	10	335.594	2.66328
14	228	14	11	277.655	3.09328
14	228	15	1	255.559	0.270364
14	228	15	2	267.126	0.302871
14	228	15	3	263.486	0.338901
14	228	15	4	267.731	0.411934
14	228	15	5	283.566	0.543452
14	228	15	6	291.685	0.716607
14	228	15	7	293.434	0.943269
14	228	15	8	302.446	1.29503
14	228	15	9	298.898	1.73101
14	228	15	10	328.678	2.6164
14	228	15	11	299.216	3.34952
14	228	16	1	272.136	0.294377
14	228	16	2	286.963	0.332349
14	228	16	3	260.702	0.342281
14	228	16	4	284.151	0.445636
14	228	16	5	292.091	0.57044
14	228	16	6	301.088	0.752919
14	228	16	7	305.654	0.997422
14	228	16	8	301.224	1.30827
14	228	16	9	308.957	1.8163
14	228	16	10	343.221	2.76181
14	228	16	11	312.481	3.54931
14	228	17	1	259.613	0.274751
14	228	17	2	272.815	0.309443
14	228	17	3	260.06	0.334626
14	228	17	4	284.756	0.438104
14	228	17	5	282.222	0.541063
14	228	17	6	300.493	0.738665
14	228	17	7	304.702	0.978102
14	228	17	8	297.872	1.27364
14	228	17	9	301.838	1.7466
14	228	17	10	327.295	2.59391
14	228	17	11	293.726	3.27802
14	228	18	1	256.366	0.27146
14	228	18	2	259.822	0.294863
14	228	18	3	253.175	0.325987
14	228	18	4	253.634	0.390708
14	228	18	5	275.433	0.528547
14	228	18	6	281.381	0.692457
14	228	18	7	287.975	0.926975
14	228	18	8	309.845	1.32921
14	228	18	9	318.334	1.84881
14	228	18	10	322.483	2.56765
14	228	18	11	290.335	3.25644
14	228	19	1	263.901	0.279609
14	228	19	2	264.754	0.300731
14	228	19	3	255.061	0.328684
14	228	19	4	269.57	0.415685
14	228	19	5	293.793	0.564782
14	228	19	6	292.74	0.722211
14	228	19	7	306.935	0.991269
14	228	19	8	297.833	1.28338
14	228	19	9	329.983	1.92571
14	228	19	10	330.703	2.65097
14	228	19	11	297.232	3.34751
14	228	20	1	258.144	0.273995
14	228	20	2	274.27	0.312161
14	228	20	3	255.74	0.330223
14	228	20	4	278.914	0.431017
14	228	20	5	286.442	0.551811
14	228	20	6	289.221	0.715649
14	228	20	7	298.591	0.968308
14	228	20	8	278.177	1.20317
14	228	20	9	309.658	1.81787
14	228	20	10	342.625	2.76158
14	228	20	11	366.467	4.17818
14	228	21	1	257.772	0.272539
14	228	21	2	273.209	0.309717
14	228	21	3	258.484	0.33259
14	228	21	4	267.743	0.412535
14	228	21	5	284.812	0.547281
14	228	21	6	282.161	0.696418
14	228	21	7	313.571	1.01445
14	228	21	8	297.122	1.28486
14	228	21	9	315.314	1.84904
14	228	21	10	349.596	2.82061
14	228	21	11	295.955	3.36248
14	228	22	1	269.902	0.287287
14	228	22	2	267.729	0.305575
14	228	22	3	270.92	0.350869
14	228	22	4	286.355	0.443877
14	228	22	5	286.638	0.554057
14	228	22	6	288.753	0.716668
14	228	22	7	298.203	0.969013
14	228	22	8	291.033	1.26367
14	228	22	9	301.453	1.775
14	228	22	10	390.453	3.1673
14	228	22	11	295.278	3.37246
14	228	23	1	272.331	0.289931
14	228	23	2	276.733	0.315891
14	228	23	3	283.772	0.367483
14	228	23	4	286.704	0.444127
14	228	23	5	281.357	0.543352
14	228	23	6	313.733	0.777772
14	228	23	7	320.411	1.04021
14	228	23	8	323.182	1.40003
14	228	23	9	311.324	1.83011
14	228	23	10	339.018	2.73579
14	228	23	11	301.211	3.43396
14	228	24	1	258.035	0.278842
14	228	24	2	276.539	0.320412
14	228	24	3	267.337	0.351443
14	228	24	4	270.772	0.425727
14	228	24	5	287.78	0.564287
14	228	24	6	300.663	0.756232
14	228	24	7	305.44	1.00448
14	228	24	8	290.007	1.27359
14	228	24	9	292.755	1.74114
14	228	24	10	353.613	2.89003
14	228	24	11	364.714	4.20827
14	228	25	1	250.236	0.267134
14	228	25	2	271.816	0.311359
14	228	25	3	248.449	0.323272
14	228	25	4	276.204	0.430468
14	228	25	5	282.957	0.550811
14	228	25	6	286.486	0.717566
14	228	25	7	280.636	0.921728
14	228	25	8	292.603	1.2873
14	228	25	9	300.175	1.79392
14	228	25	10	330.735	2.72378
14	228	25	11	290.617	3.37699
14	228	26	1	270.203	0.28758
14	228	26	2	275.306	0.314477
14	228	26	3	263.491	0.342022
14	228	26	4	281.837	0.438297
14	228	26	5	295.892	0.575214
14	228	26	6	308.22	0.771543
14	228	26	7	324.27	1.06717
14	228	26	8	302.187	1.33506
14	228	26	9	312.158	1.87663
14	228	26	10	371.411	3.08334
14	228	26	11	336.909	3.95597
14	228	27	1	267.596	0.284956
14	228	27	2	287.195	0.328226
14	228	27	3	272.787	0.354321
14	228	27	4	285.106	0.443816
14	228	27	5	291.626	0.567548
14	228	27	6	309.916	0.776811
14	228	27	7	324.658	1.07124
14	228	27	8	308.627	1.36432
14	228	27	9	343.026	2.06736
14	228	27	10	356.214	2.97093
14	228	27	11	324.42	3.8372
14	228	28	1	261.939	0.281635
14	228	28	2	265.167	0.306057
14	228	28	3	265.048	0.34757
14	228	28	4	282.227	0.443626
14	228	28	5	287.486	0.564798
14	228	28	6	295.525	0.747855
14	228	28	7	325.569	1.08244
14	228	28	8	297.264	1.32592
14	228	28	9	317.64	1.93363
14	228	28	10	326.348	2.7461
14	228	28	11	301.888	3.59671
14	228	29	1	256.413	0.274807
14	228	29	2	269.824	0.310412
14	228	29	3	259.669	0.339317
14	228	29	4	281.297	0.44066
14	228	29	5	288.89	0.565544
14	228	29	6	288.971	0.728389
14	228	29	7	306.94	1.01691
14	228	29	8	301.533	1.33679
14	228	29	9	303.826	1.83511
14	228	29	10	365.462	3.04287
14	228	29	11	309.05	3.63212
14	228	30	1	269.521	0.287734
14	228	30	2	273.014	0.312973
14	228	30	3	265.72	0.346087
14	228	30	4	286.585	0.447501
14	228	30	5	286.52	0.559332
14	228	30	6	314.248	0.788913
14	228	30	7	300.684	0.990761
14	228	30	8	306.113	1.35036
14	228	30	9	309.614	1.85624
14	228	30	10	362.358	2.99418
14	228	30	11	301.086	3.50289
14	228	31	1	248.39	0.258723
14	228	31	2	263.651	0.294132
14	228	31	3	242.499	0.306643
14	228	31	4	265.683	0.401251
14	228	31	5	278.424	0.522945
14	228	31	6	275.102	0.660867
14	228	31	7	278.864	0.873291
14	228	31	8	271.411	1.12845
14	228	31	9	276.259	1.54977
14	228	31	10	323.793	2.48083
14	228	31	11	280.245	3.01009
14	228	32	1	240.793	0.257373
14	228	32	2	246.883	0.283516
14	228	32	3	238.567	0.311653
14	228	32	4	254.775	0.399855
14	228	32	5	266.014	0.523352
14	228	32	6	277.588	0.705856
14	228	32	7	285.217	0.957438
14	228	32	8	288.453	1.30562
14	228	32	9	298.449	1.85183
14	228	32	10	358.584	3.09804
14	228	32	11	298.61	3.66511
14	228	33	1	272.289	0.293048
14	228	33	2	277.318	0.320895
14	228	33	3	265.059	0.3489
14	228	33	4	282.176	0.446302
14	228	33	5	299.841	0.594716
14	228	33	6	294.022	0.754383
14	228	33	7	303.292	1.02839
14	228	33	8	310.144	1.41891
14	228	33	9	330.25	2.07783
14	228	33	10	350.208	3.06622
14	228	33	11	348.144	4.33524
14	228	34	1	255.191	0.276451
14	228	34	2	273.968	0.318873
14	228	34	3	260.568	0.345016
14	228	34	4	285.638	0.454607
14	228	34	5	296.119	0.591346
14	228	34	6	322.721	0.834293
14	228	34	7	314.013	1.07229
14	228	34	8	292.726	1.3472
14	228	34	9	292.449	1.84802
14	228	34	10	351.473	3.09323
14	228	34	11	319.001	4.00067
14	228	35	1	254.458	0.27816
14	228	35	2	261.396	0.307158
14	228	35	3	257.622	0.344267
14	228	35	4	260.048	0.417335
14	228	35	5	286.685	0.576445
14	228	35	6	307.668	0.79949
14	228	35	7	306.909	1.05276
14	228	35	8	314.039	1.45047
14	228	35	9	309.309	1.95323
14	228	35	10	362.062	3.17855
14	228	35	11	324.616	4.03944
14	229	0	1	254.879	0.268254
14	229	0	2	261.345	0.280931
14	229	0	3	265.201	0.297513
14	229	0	4	271.439	0.32721
14	229	0	5	269.02	0.358336
14	229	0	6	288.512	0.435691
14	229	0	7	288.099	0.504657
14	229	0	8	265.331	0.550941
14	229	0	9	275.157	0.693877
14	229	0	10	298.842	0.939091
14	229	0	11	284.161	1.14838
14	229	0	12	301.492	1.63052
14	229	0	13	316.581	2.37615
14	229	0	14	324.94	3.55897
14	229	1	1	263.785	0.278786
14	229	1	2	263.115	0.284066
14	229	1	3	262.241	0.295576
14	229	1	4	265.47	0.321706
14	229	1	5	257.913	0.345519
14	229	1	6	280.37	0.426259
14	229	1	7	293.841	0.518662
14	229	1	8	271.305	0.568205
14	229	1	9	268.42	0.684266
14	229	1	10	307.347	0.977267
14	229	1	11	284.946	1.16675
14	229	1	12	303.834	1.66992
14	229	1	13	364.001	2.77969
14	229	1	14	351.67	3.90528
14	229	2	1	245.205	0.259277
14	229	2	2	249.759	0.269885
14	229	2	3	252.504	0.284815
14	229	2	4	259.805	0.315077
14	229	2	5	251.495	0.337253
14	229	2	6	282.064	0.42914
14	229	2	7	272.388	0.48111
14	229	2	8	261.086	0.547592
14	229	2	9	253.39	0.646025
14	229	2	10	294.361	0.936304
14	229	2	11	266.872	1.09319
14	229	2	12	291.408	1.59837
14	229	2	13	361.506	2.76127
14	229	2	14	296.657	3.31404
14	229	3	1	250.736	0.26868
14	229	3	2	250.073	0.273615
14	229	3	3	250.564	0.286119
14	229	3	4	253.952	0.311625
14	229	3	5	254.819	0.345554
14	229	3	6	276.005	0.424626
14	229	3	7	278.173	0.496861
14	229	3	8	253.737	0.537719
14	229	3	9	262.446	0.676339
14	229	3	10	297.999	0.957638
14	229	3	11	274.401	1.13419
14	229	3	12	302.959	1.67734
14	229	3	13	332.696	2.56269
14	229	3	14	296.63	3.34201
14	229	4	1	260.934	0.275336
14	229	4	2	260.557	0.281004
14	229	4	3	268.822	0.30268
14	229	4	4	261.8	0.316899
14	229	4	5	261.429	0.349988
14	229	4	6	284.226	0.431912
